ID,Yas,Cinsiyet,Egitim,Medeni_Durum,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8
248,18.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
249,40.0,2.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
250,19.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0
251,43.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0
252,39.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
253,25.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
254,32.0,1.0,4.0,2.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0
255,35.0,2.0,4.0,1.0,3.0,4.0,4.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0
256,31.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
257,28.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0
258,40.0,2.0,5.0,2.0,2.0,3.0,3.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,,2.0,3.0,2.0,2.0,3.0,4.0,3.0
259,34.0,1.0,1.0,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,
260,27.0,2.0,5.0,1.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,3.0
261,19.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0
262,36.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
263,35.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0
264,27.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0
265,40.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
266,37.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0
267,43.0,1.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,
268,26.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,4.0,,2.0,2.0,3.0,3.0,,3.0,3.0
269,26.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0
270,20.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0
271,18.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
272,38.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0
273,23.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0
274,18.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0
275,27.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
276,29.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,
277,24.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,,3.0,3.0,,1.0,3.0,4.0,3.0
278,31.0,2.0,5.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0
279,39.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0
280,25.0,1.0,5.0,4.0,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
281,26.0,1.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,4.0,3.0,5.0,2.0
282,37.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0
283,35.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,,4.0,3.0,2.0
284,25.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0
285,29.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0
286,33.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
287,46.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0
288,28.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,,4.0,2.0,3.0
289,31.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
290,35.0,1.0,3.0,,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0
291,37.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0
292,29.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
293,45.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0
294,26.0,1.0,5.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,2.0,4.0,2.0,3.0,3.0,3.0,3.0
295,29.0,1.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0
296,20.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0
297,19.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
298,27.0,1.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0
299,33.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
300,42.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0
301,19.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0
302,25.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0
303,37.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0
304,36.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0
305,30.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0
306,31.0,1.0,5.0,1.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0
307,32.0,1.0,5.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,4.0
308,24.0,1.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0
309,41.0,2.0,2.0,2.0,,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,,2.0,4.0,3.0,2.0,4.0,4.0,2.0
310,32.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,2.0,3.0,3.0,3.0
311,25.0,1.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
312,35.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
313,34.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,3.0
314,,2.0,1.0,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,,3.0,3.0,3.0,4.0,,3.0,2.0
315,23.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0
316,31.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
317,37.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0
318,34.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
319,25.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,30.0,1.0,5.0,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,,3.0
321,42.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0
322,18.0,2.0,1.0,2.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0
323,45.0,2.0,1.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
324,18.0,2.0,4.0,1.0,3.0,,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0
325,31.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
326,28.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0
327,18.0,1.0,,3.0,2.0,,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0,2.0,,4.0,3.0,2.0
328,50.0,1.0,2.0,2.0,4.0,,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,2.0
329,30.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
330,44.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0
331,,2.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
332,23.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,,3.0
333,28.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
334,23.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
335,33.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0
336,37.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
337,23.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0
338,20.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,,3.0
339,27.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0
340,36.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0
341,32.0,1.0,4.0,1.0,4.0,4.0,,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0
342,32.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
343,21.0,1.0,,2.0,2.0,3.0,2.0,2.0,4.0,2.0,,2.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0
344,31.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,,2.0,4.0,3.0,2.0
345,22.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
346,25.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0
347,35.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0
348,18.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
349,28.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
350,21.0,,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.0,2.0,3.0,,4.0,3.0
351,29.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0
352,21.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
353,18.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,
354,24.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0
355,32.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0
356,24.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
357,33.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0
358,42.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
359,18.0,1.0,4.0,3.0,2.0,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
360,27.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0
361,33.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0
362,,1.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
363,36.0,2.0,,1.0,,,3.0,3.0,2.0,3.0,2.0,3.0,3.0,,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0
364,33.0,2.0,,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,
365,23.0,1.0,5.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
366,18.0,1.0,,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,,2.0,4.0,3.0,3.0,4.0,2.0,,3.0,4.0,3.0
367,22.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0
368,18.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
369,31.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0
370,32.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,,3.0
371,32.0,1.0,4.0,2.0,3.0,4.0,,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
